"","species","Annotated","Number of samples","Observer","HM4.Order","HM4.Family","HM4.Latin.name","HM4.Common.name","HM4.Subspecies","No_notes_in_call_bout.song","No_of_Note_Types","IntraIndiv_variation","IntraSpecific_variation","Single.Note.Song.Pace","Note_Min_Freq_Average","Note_Min_Freq_Variance","Note.Max.Freq.Average","Note.Max.Freq.Variance","Note_Length_Average","Note_Length_Variance","Note_Bandwidth_Average","Note.Bandwidth.Variance","Note_Peak_Freq_Average","Note.Peak.Freq.Variance","Song_Peak_Freq","Song_Min_Freq","Song_Max_Freq","Duration.1st.note","Max.Freq.1st.note","Song.Bandwidth","Note.Count","Song.Duration","Duration.middle.note","Max.freq.middle.note","Duration.Final.Note","Max.Freq.Final.Note","Duration.longest.note","Note_Slope_Average","Note.Slope.Variance","Max.Note.Slope","Pause.Length.Average","Pause.Length.Variance","Note.Slope.first.note","Note.Slope.middle.note","Note.Slope.final.note","Duration.longest.pause","Pace1","Pace2","Pace3","Pace_Change_1","Pace_Change_2","Note_Rate","Freq_Change_1","Freq_Change_2","Dur_change_1","Dur_Change_2","Note_Slope_Ch1","Note_Slope_Ch2","Note_5._Freq","Note_95._Freq","Song_Min_Freq_5","Song_Max_Freq_95","Song.Freq.5..Variance","Song.Freq.95..Variance","Note_Bandwidth_90","Note.Bandwidth.90..Variance","Song_Bandwidth2","Note_Slope_2_Average","Note.Slope.2.Variance","Note_Slope_2_Max","X95..Freq1","X95..Freq2","X95..Freq3","X90..Bandwidth1","X90..Bandwidth2","X90..Bandwidth3","Peak.Freq1","Peak.Freq2","Peak.Freq3","Note.Slope1","Note.Slope2","Note.Slope3","Max.Power1","Max.Power2","Max.Power3"
"255","Cercotrichas coryphoeus","yes",6,NA,"Passeriformes","Muscicapidae","Cercotrichas coryphoeus","Karoo Scrub Robin",NA,18.3333333333333,9.33333333333333,NA,NA,NA,2378.30072298616,299703.171907106,5248.76886066548,1712601.35192728,0.096454562431033,0.00302604247547882,2870.46407117392,1895596.02219913,4088.6170021645,478789.494893448,4674.9,1511.01666666667,7566.35,0.103666666666667,5800.65,6055.33333333333,18.3333333333333,5.554,0.0905,4910.13333333333,0.134833333333333,4923.51666666667,0.219666666666667,49438.6423749002,2396371693.15081,154974.372291869,"0.210323172198172","0.0357270837155248",42055.9389181271,79245.3951312096,18103.07016058,0.570333333333333,"5.71240282021028","4.66424983918822","3.88825701235663","0.866184152248928","1.06658955954224",4.02642598419753,0.895241570818976,1.02486205234285,1.03919798225072,"2.53651582404636",2.28034005169627,0.924054601670666,3176.20213118581,4669.08429271709,2459.26666666667,6414.36666666667,274566.628508596,895515.799337636,1492.88675770308,795664.408555792,3955.1,28587.6993460341,1475186854.03741,98067.3691480651,5000.4451984127,4728.29099206349,"4611.19650793651",1738.39392857143,1685.61317460317,"1294.85555555556",4319.69369047619,4025.30630952381,"4031.34047619048",30050.6337385884,43407.0846475651,"13662.2941059923",95.1048412698413,91.7412698412698,"96.325753968254"
"256","Ceuthmochares aereus","yes",5,NA,"Cuculiformes","Cuculidae G (Ceuthmochares, any current/former Phaenicophaeus)","Ceuthmochares aereus","Yellowbill",NA,59.2,2,NA,NA,NA,1907.086,5938.74118,3748.802,98625.6975799999,0.05196,5.00839999999998e-05,1841.728,132548.74828,2515.086,379434.112819999,2170.56,1698.3,5426.78,0.0644,5426.78,3728.48,59.2,9.0502,0.052,3707.26,0.03,2386.2,0.0826,38230.7318566898,55264419.7867783,52179.6459410912,"0.116666666666667","0.000975861728395049",33277.6404725946,40183.9890753279,17363.3441558442,0.749,"2.27283166501982","6.654434457482","16.1382585052568","3.07426464749611","2.52736283813656",6.72439597742363,0.681335832330542,0.67144556250529,0.80259312819734,"0.659038803301388",1.34429211450925,0.858561770496358,2093.89,3475.456,1894.92,5331.62,2488.70826,76773.1558000006,1381.58,96940.3914400002,3436.7,28595.472320624,41798246.03279,44910.2450740782,5140.412,3475.456,"2308.376",1739.884,1381.58,"296.288",4420.34,2515.086,"2125.768",25991.9160454615,28595.472320624,"10369.3515484939",81.44,85.24,"90.148"
"257","Ceyx cyanopectus","yes",1,NA,"Coraciiformes","Alcedinidae B (Ceyx, Alcedo)","Ceyx cyanopectus","Indigo-banded Kingfisher",NA,20,1,NA,NA,NA,6334.52,213178.0486,8043.44,138037.3104,0.02515,1.20275e-05,1708.925,126207.564874999,7306.22,265473.2556,7149,5375.1,8917.7,0.019,7601.5,3542.6,20,1.016,0.024,8215.3,0.022,8245.8,0.032,69183.6044529301,306125312.56777,116055,"0.027","0.000473789473684211",50010.5263157895,54716.6666666667,76350,0.104,"20.9580838323353","23.2558139534884","17.8571428571429","1.10963455149502","0.767857142857143",19.6850393700787,1.08074722094323,1.00371258505472,1.26315789473684,"0.916666666666667",1.09410299586052,1.39537008833384,6942.325,7622.765,5943.2,8139.6,253655.460875,123716.896275,680.445,126227.137475,2196.4,27694.125266242,214666352.594079,60611.1111111111,7425.88571428571,7979.61428571428,"7436.13333333333",529.114285714286,658.285714285714,"882.85",7173.62857142857,7881.17142857143,"6790.13333333333",23086.3400926559,24998.9667508418,"36214.2262367262",107.8,111,"107.8"
"258","Chaetorhynchus papuensis","yes",2,NA,"Passeriformes","Rhipiduridae B (pygmy drongo and silktail)","Chaetorhynchus papuensis","Pygmy Drongo",NA,16,7.5,NA,NA,NA,2342.45909090909,304659.574243803,3289.24818181818,344715.092993386,0.0910454545454546,0.00153776859504132,946.801818181818,208762.759720661,2850.18318181818,325942.890752478,3344.25,1503.7,4434.85,0.0365,2539.7,2931.15,16,2.785,0.095,3758.65,0.0975,2953.65,0.136,16634.1050559422,344822963.382981,67988.8461538462,"0.112793650793651","0.00722302595112105",47074.6551724138,11677.4292149292,9998.2925857029,0.362499999999997,"4.5129104426671","7.2945205479452","7.25547951139217","1.58275114155251","0.957723295503768",5.58379893217108,1.55794736125065,0.809657696232981,5.29540229885057,"1.11068211068211",1.54546993734933,0.863500852026216,2585.25636363636,3156.25681818182,1755.75,4331.7,289433.376919007,351269.914861569,571.005454545455,176631.586804132,2575.95,10461.3980887191,143147415.38819,45705.7692307692,3286.62857142857,3330.80714285714,"2908.2",945.378571428571,495.614285714286,"338.69375",2729.20952380952,3081.81428571429,"2751.6",19669.3700607919,9033.62332053599,"4425.48847385183",84.7404761904762,94.7904761904762,"98.28125"
"259","Charadrius alexandrinus","yes",6,NA,"Charadriiformes","Charadriidae","Charadrius alexandrinus","Kentish Plover (?)",NA,11.6666666666667,4.16666666666667,NA,NA,NA,1817.9514309057,59535.0325837402,3558.68453859321,365672.41473168,0.0587136243386243,0.00100658311751244,1740.74963040772,307893.663322056,2828.8666853408,143919.337505067,2925.91666666667,1451.26666666667,4165.28333333333,0.0378333333333333,2733.45,2714.01666666667,11.6666666666667,0.816333333333334,0.0566666666666667,3898.01666666667,0.0521666666666667,3629.88333333333,0.1415,33918.4497460637,139650835.709817,55357.1300178665,"0.0198993055555556","0.000224783857973928",31190.6350208434,37723.1487220322,35590.0723550504,0.0489999999999997,"12.4764110289855","17.4007098166008","15.4307232979474","1.48750527481356","0.884741574623019",14.0968496377185,1.52951812358296,0.939145285512167,1.74566598524932,"0.941974583551754",1.21245351283173,1.00405589545759,2233.12276688453,3199.26330065359,1741.75,3584.25,73140.5852581832,199293.897747458,966.150129940865,102427.621119524,1842.5,19257.5566672455,41833484.7989675,30377.9546902373,2924.32380952381,3304.94365079365,"3316.64694444444",919.65,959.417063492063,"1015.34277777778",2735.64285714286,2878.67698412698,"2860.99861111111",16726.5960576046,21971.2517176568,"19548.7810162668",88.5373015873016,91.518253968254,"89.8213888888889"
"260","Chionis minor","yes",1,NA,"Charadriiformes","Chionidae A (sheathbills)","Chionis minor","Black-faced Sheathbill",NA,6,1,NA,NA,NA,212.35,529.202499999988,2271.08333333333,702059.19138889,0.0651666666666667,2.48055555555556e-05,2058.73333333333,680114.445555554,1125,24903.9066666667,937.5,183.6,3584.8,0.059,3584.8,3401.2,6,1.268,0.065,1814,0.073,1284.9,0.073,32707.2580363748,238672585.38639,56915.2542372881,"0.1754","0.00799624000000001",56915.2542372881,25083.0769230769,14495.8904109589,0.29,"5.23560209424084","6.80272108843537","10.0502512562814","1.29931972789116","1.47738693467337",4.73186119873817,0.506025440749833,0.70832414553473,1.10169491525424,"1.12307692307692",0.4407092133596,0.577915159906973,351.55,1828.13333333333,328.1,3000,1283.10583333335,564676.172222222,1476.56666666667,536661.622222222,2671.9,23600.449481233,180841628.129574,43696.6101694915,2882.8,1359.4,"1242.2",2507.8,1007.8,"914.1",1218.75,1125,"1031.25",42505.0847457627,15170.5429864253,"13125.7207115109",96.4,98.6,"92"
"261","Chloroceryle aenea","yes",6,NA,"Coraciiformes","Alcedinidae A","Chloroceryle aenea","American Pygmy Kingfisher",NA,11.1666666666667,3.5,NA,NA,NA,3921.54046922863,392104.427224884,5667.83974728488,192023.101449284,0.0545888401559454,0.00132912997121011,1746.29497981064,241669.597516409,4741.69665761626,233484.222267191,5086.21666666667,3117.03333333333,6288.71666666667,0.0966666666666667,6288.71666666667,3171.68333333333,11.1666666666667,1.119,0.0455,5503.68333333333,0.124166666666667,5507.15,0.133333333333333,49989.4138944613,940719512.605384,95802.0602537489,"0.0423644781144781","0.00224280787249601",16492.4048514389,68115.4795876429,12196.1023042743,0.126333333333334,"10.4305700121763","18.5083821948853","13.0280934368078","1.70430528489289","0.915978461144513",11.5122562409424,0.875704239503132,1.00460669311835,0.417097938535998,"4.50390824689279",4.83299873237224,0.367266917978085,4187.69782163743,5415.09618351434,3492.48333333333,5991.08333333333,333386.69476107,129735.098537753,1227.41616959064,216691.05837546,2498.6,37090.0766285785,651155607.86824,74050.5773403416,5693.49305555556,5312.31527777778,"5258.60853174603",1007.07777777778,1409.17222222222,"1265.87222222222",4989.66111111111,4709.87222222222,"4558.73869047619",18291.7095492609,50343.5706974697,"42312.210870427",98.8763888888889,89.2166666666667,"86.9777777777778"
"262","Chordeiles acutipennis","yes",6,NA,"Caprimulgiformes","Caprimulgidae D (Chordeiles)","Chordeiles acutipennis","Lesser Nighthawk",NA,51.1666666666667,1,NA,NA,NA,826.667777777778,845.315278703703,1106.38722222222,526.744067592593,0.0384534722222222,1.03485387731481e-05,279.735625,815.823764322912,992.847083333333,1254.816365625,1023.55,750.233333333333,1150.78333333333,0.0355,1078.26666666667,400.55,51.1666666666667,3.26766666666667,0.0383333333333333,1103.5,0.0483333333333333,1038.96666666667,0.0525,7384.12305932745,622560.354791925,9874.75925925926,"0.0323386243386243","0.000140907004283194",7094.3746993747,7126.09245250206,6013.3495596237,0.0553333333333333,"16.6614299721541","15.1752024307061","17.5653632615319","0.916698131017691","1.16723464377499",15.1152661360514,1.04141151176188,0.926372572137357,1.21570065736732,"1.25945504382257",1.06355766842414,0.869330642540638,917.075486111111,1056.04166666667,809.65,1081.6,1497.53309719329,454.846391666666,138.971180555556,986.926445804396,271.95,3682.49721647598,502398.856959157,5762.48188405797,1040.9,1055.71666666667,"1017.67333333333",125.23,140.483333333333,"140.036111111111",987.023333333333,994.408333333333,"951.647777777778",4056.41021018571,3709.2245715077,"3808.18388091536",87.99,96.4066666666667,"93.3438888888889"
"263","Chroicocephalus maculipennis","yes",6,NA,"Charadriiformes","Laridae B (gulls)","Chroicocephalus maculipennis","Brown-hooded Gull",NA,1,1,NA,NA,"1.4831213424691",1820.35,NA,2949.61666666667,NA,0.421,NA,1129.23333333333,NA,2659,NA,2659,1820.35,2949.61666666667,0.421,2949.61666666667,1129.26666666667,1,0.421,0.421,2949.61666666667,0.421,2949.61666666667,0.421,2655.64602169127,NA,2655.64602169127,"NaN","NaN",2655.64602169127,2655.64602169127,2655.64602169127,NA,"NaN","NaN","NaN","NaN","NaN",NA,NA,NA,NA,"NaN",NA,NA,2182.9,2849.35,2182.9,2849.35,NA,NA,666.433333333333,NA,666.45,1560.3054583784,NA,1560.3054583784,NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN"
"264","Chunga burmeisteri","yes",6,NA,"Cariamiformes","Cariamidae B (Chunga)","Chunga burmeisteri","Black-legged Seriema",NA,7.16666666666667,1.83333333333333,NA,NA,NA,1092.24126984127,13719.1367657549,1488.43928571429,16450.8500792471,0.0882638888888889,0.001113775380291,396.189682539683,5422.80122637944,1322.40793650794,13133.2633299083,1318.5,898.9,1636.71666666667,0.164166666666667,1273.2,737.816666666667,7.16666666666667,1.75833333333333,0.0748333333333333,1537.78333333333,0.0695,1447.76666666667,0.164166666666667,4910.96054767708,1935084.77806757,6536.99350716456,"0.184757142857143","0.00188365337868475",2259.79258586491,5140.35003884521,5297.13647545153,0.270833333333332,"3.98996456368765","6.0464056201293","5.86455475546099","1.53085706895495","0.971091899970091",4.07707548036562,1.21642152706844,0.949257466558544,0.463516280775804,"0.940071746120727",2.42174598970253,1.08722439190451,1222.42619047619,1393.81220238095,1055.21666666667,1550.56666666667,9711.48888947946,15222.752754098,171.385615079365,3311.05129564673,495.35,2182.29558720019,824034.396525617,3422.60896858403,1309.55,1451.66111111111,"1403.56111111111",153.494444444444,182.830555555556,"172.072222222222",1264.56666666667,1363.41944444444,"1324.34722222222",1553.40784658852,2467.42622874289,"2470.45137698881",104.172222222222,105.038888888889,"104.452777777778"
"265","Ciccaba nigrolineata","yes",6,NA,"Strigiformes","Strigidae A","Ciccaba nigrolineata","Black-and-white Owl",NA,4.66666666666667,2,NA,NA,NA,306.059523809524,2550.77129863947,738.911468253968,18490.4610791289,0.137442063492064,0.00855702863000756,432.84369047619,21308.3516674887,606.454563492063,6108.24090838058,660.166666666667,246.566666666667,931.016666666667,0.0838333333333333,673.783333333333,684.45,4.66666666666667,1.4975,0.0846666666666667,725.916666666667,0.294666666666667,896.816666666667,0.294666666666667,3808.6153975942,2016970.68697784,5468.88089668763,"0.273305555555555","0.0240504004629625",3992.58991472594,4875.86290345716,2206.692349184,0.498166666666665,"7.94295165589638","7.37549921929556","3.95403158611428","0.936017544272595","0.536508946121474",3.1069029491037,1.08683442482778,1.2667187511863,1.06425966516737,"3.53199695841434",1.25975910156833,0.457991407142952,446.648611111111,677.466468253968,354.883333333333,775.65,4500.94658525131,7540.62447357329,230.824285714286,6910.44178662131,420.766666666667,2164.09501943435,1176316.86740259,3226.70187275746,625.641666666667,644.525,"757.697222222222",227.366666666667,205.85,"247.705555555556",567.575,593.65,"656.577777777778",2615.00636467552,2290.17896312224,"1520.77758797336",78.6166666666667,91.2833333333333,"101.175"
"266","Ciconia maguari","yes",1,NA,"Pelecaniformes","Ciconiidae","Ciconia maguari","Maguari Stork",NA,1,1,NA,NA,"2.22222222222222",487.4,NA,5098.9,NA,0.076,NA,4611.6,NA,1507.3,NA,1507.3,487.4,5098.9,0.076,5098.9,4611.5,1,0.076,0.076,5098.9,0.076,5098.9,0.076,60678.9473684211,NA,60678.9473684211,"NaN","NaN",60678.9473684211,60678.9473684211,60678.9473684211,NA,"NaN","NaN","NaN","NaN","NaN",NA,NA,NA,NA,"NaN",NA,NA,904.4,3789.8,904.4,3789.8,NA,NA,2885.4,NA,2885.4,37965.7894736842,NA,37965.7894736842,NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN"
"267","Circaetus pectoralis","yes",1,NA,"Accipitriformes","Accipitridae D (Aegypius, Circaetus)","Circaetus pectoralis","Black-chested Snake Eagle",NA,1,1,NA,NA,"0.493900330913222",1371.3,NA,2699.4,NA,0.823,NA,1328.1,NA,2627.1,NA,2627.1,1371.3,2699.4,0.823,2699.4,1328.1,1,0.823,0.823,2699.4,0.823,2699.4,0.823,1613.73025516403,NA,1613.73025516403,"NaN","NaN",1613.73025516403,1613.73025516403,1613.73025516403,NA,"NaN","NaN","NaN","NaN","NaN",NA,NA,NA,NA,"NaN",NA,NA,2540.9,2670.1,2540.9,2670.1,NA,NA,129.2,NA,129.2,156.986634264885,NA,156.986634264885,NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN"
"268","Cochlearius cochlearius","yes",6,NA,"Pelecaniformes","Ardeidae B (Tigrisoma, Cochlearius)","Cochlearius cochlearius","Boat-billed Heron",NA,4.83333333333333,1,NA,NA,"4.37281852120018",633.114901960784,3990.9566096886,1577.70803921569,6003.0451656286,0.0770176470588235,8.21394002306807e-05,944.559362745098,9293.98262453866,1236.81931372549,6904.57664140716,1247.13333333333,587.1,1635.26666666667,0.0728333333333333,1543.35,1048.16666666667,4.83333333333333,1.07166666666667,0.0773333333333333,1583.08333333333,0.08,1579.56666666667,0.0821666666666667,12055.5714317748,2479572.97321428,13291.072383675,"0.1985","0.000990805555555553",12369.9849370764,12055.0929775448,11935.4440459396,0.244333333333333,"5.86224292796486","5.61026325081409","7.54210046538412","0.941180509239283","1.29279534296087",4.17987043552586,1.06398146506756,0.995203873723641,1.20252351285591,"1.08733465608466",1.16301866453492,0.949595349566935,837.397450980392,1486.35911764706,749.083333333333,1521.6,7753.41688281437,2726.68874752018,648.957352941177,7528.37397866203,772.516666666667,8276.68466623755,1158686.52501249,9473.04063182675,1279.7,1321.64444444444,"1300.91",353.272222222222,381.011111111111,"379.6",1080.81111111111,1160.07222222222,"1187.20333333333",4578.96776929474,4943.45907743219,"4532.20539712876",94.1444444444444,99.5888888888889,"95.88"
"269","Colinus virginianus","yes",6,NA,"Galliformes","Odontophoridae","Colinus virginianus","Northern Bobwhite",NA,2.33333333333333,1,NA,NA,NA,1276.75416666667,7543.74656250001,2787.8375,756200.867395834,0.215416666666667,0.000149875,1511.07916666667,749142.9628125,1867.55833333333,40408.6879166668,2002.06666666667,1202.3,3576.3,0.204666666666667,1991.56666666667,2374,2.33333333333333,1.50733333333333,0.204666666666667,2016.18333333333,0.227333333333333,3576.3,0.227333333333333,6820.80724428952,18189833.5721681,10646.1095400966,"0.594277777777777","0.000315148148148148",3017.0494348451,3030.85077199887,10591.8238617173,0.602166666666666,"NaN","NaN","NaN","NaN","NaN",2.06395934674989,1.00805598280809,1.87402755994795,1,"1.11430844053404",1.00202764330316,5.65887095261479,1717.1,2148.2125,1663.36666666667,2497.6,3716.47416666666,160527.342395833,431.095833333333,120675.205729167,834.233333333333,2123.59629691076,3181218.6631067,3607.33510702226,1802.73333333333,2497.6,"2062.5",139.35,726.75,"281.2",1733.05,2009.88333333333,"1828.1",659.652425239035,3607.33510702226,"754.153005464481",98.6333333333333,107.3,"113.35"
"270","Columbina picui","yes",6,NA,"Columbiformes","Columbidae D (Columbina)","Columbina picui","Picui Ground Dove",NA,8.16666666666667,1,NA,NA,NA,465.103968253968,130.310609032502,727.419067460317,196.352136618953,0.330615476190476,0.00027251483276644,262.307658730159,253.056941713908,626.205952380952,125.949923469388,632.85,447.8,750.95,0.354333333333333,740.933333333333,303.15,8.16666666666667,5.17933333333333,0.322,727.166666666667,0.322,718.383333333333,0.362,794.834625983818,2511.117250303,871.931984954303,"0.345096825396826","0.00129019799697657",768.406327718444,820.660945946677,780.912472199263,0.408333333333333,"1.84634907825183","1.95146729217402","1.86876223781329","1.0582193101955","0.958641165254215",1.59121996659221,0.983450582778,0.988126034072398,0.916945884843261,"1.00437502115388",1.08518126189893,0.948181223663125,544.208333333333,683.031547619048,539,701.3,94.5475595238094,240.607595190854,138.816071428571,393.709718206727,162.3,421.495975724429,2885.93843540459,489.142949519796,689.558333333333,689.241666666667,"670.45",149.258333333333,140.475,"126.658333333333",626.008333333333,627,"624.183333333333",433.904534214773,433.922184035511,"397.155640465419",103.994444444444,104.077222222222,"103.880555555556"
"271","Corvus brachyrhynchos","yes",6,NA,"Passeriformes","Corvidae","Corvus brachyrhynchos","American Crow",NA,5,1,NA,NA,NA,965.681111111111,2032.73701203702,1916.75069444444,1636.03414293981,0.241023611111111,0.00268703484953704,951.090416666667,3803.39971053241,1459.57611111111,10754.7754462964,1498.91666666667,918.466666666667,1968.95,0.302833333333333,1920.11666666667,1050.48333333333,5,2.50516666666667,0.2365,1916.65,0.210666666666667,1908.73333333333,0.311166666666667,4020.80574436519,265476.292091137,4575.93770429104,"0.293541666666667","0.00555309474206349",3415.37769479737,3853.76057586629,4456.07978602795,0.356666666666667,"2.64567384533536","2.45350509650834","3.01364411334896","0.921928920257323","1.26466203426997",2.3292603947246,0.996777453651567,0.995326354716475,0.841003143366664,"0.884920071821361",1.2268323656033,1.1514455047114,1192.97708333333,1716.08263888889,1171.5,1750.8,415.673561921296,1224.89312210648,523.108472222222,1194.46942349536,579.3,2208.89443941115,85016.8596184407,2524.04959553348,1732.85833333333,1700.55,"1717.85",535.019444444445,511.116666666667,"524.825",1486.97222222222,1445.1,"1476.43333333333",2072.65775479021,2177.53071671322,"2367.33907676527",101.2,101.608333333333,"101.433333333333"
"272","Corythaixoides concolor","yes",6,NA,"Musophagiformes","Musophagidae C (Crinifer/Criniferoides/Corythaixoides)","Corythaixoides concolor","Grey Go-away-bird",NA,1,1,NA,NA,"0.590044577652782",509.166666666667,NA,3067.96666666667,NA,0.7025,NA,2558.78333333333,NA,1637.6,NA,1637.6,509.166666666667,3067.96666666667,0.7025,3067.96666666667,2558.8,1,0.7025,0.7025,3067.96666666667,0.7025,3067.96666666667,0.7025,4337.26022956335,NA,4337.26022956335,"NaN","NaN",4337.26022956335,4337.26022956335,4337.26022956335,NA,"NaN","NaN","NaN","NaN","NaN",NA,NA,NA,NA,"NaN",NA,NA,955.1,2552.98333333333,955.1,2552.98333333333,NA,NA,1597.9,NA,1597.88333333333,2705.37942967081,NA,2705.37942967081,NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN"
"273","Crotophaga sulcirostris","yes",5,NA,"Cuculiformes","Cuculidae B (Crotophaga, Guira)","Crotophaga sulcirostris","Groove-billed Ani",NA,2,1,NA,NA,NA,2098.52,328114.518750001,5024.03,3235937.545625,0.103,0.0029555,2925.48,3326848.9275,4295.12,1503195.89375,4799.64,1798.58,6416.84,0.0742,6416.84,4618.26,1.8,0.266600000000001,0.0742,6416.84,0.1318,3631.22,0.1382,51102.146716879,789079277.383489,71318.7958021704,"0.0830000000000009","0",71318.7958021704,71318.7958021704,30885.4976315877,0.0830000000000009,"NaN","NaN","NaN","NaN","NaN",12.5718419282637,1,0.479038870560387,1,"2.37664787504741",1,0.20702189144822,2729.31,4731.4,2199.8,5989.94,589885.313125,2544804.48125,2002.09,1237428.819375,3790.14,37051.3955687636,284048679.13549,49073.0212409573,6130.825,2984.475,"NaN",2767.875,945.35,"NaN",5238.725,2828.975,"NaN",39065.4144822311,9011.35030174687,"NaN",93.5,87.475,"NaN"
"274","Crypturellus soui","yes",6,NA,"Tinamiformes","Tinamidae A","Crypturellus soui","Little Tinamou",NA,1,1,NA,NA,"0.129918231093548",1723.1,NA,2051.1,NA,1.31983333333333,NA,328,NA,1932.48333333333,NA,1932.48333333333,1723.1,2051.1,1.31983333333333,2051.1,328,1,1.31983333333333,1.31983333333333,2051.1,1.31983333333333,2051.1,1.31983333333333,257.047057452116,NA,257.047057452116,"NaN","NaN",257.047057452116,257.047057452116,257.047057452116,NA,"NaN","NaN","NaN","NaN","NaN",NA,NA,NA,NA,"NaN",NA,NA,1827.55,1971.61666666667,1827.55,1971.61666666667,NA,NA,144.05,NA,144.066666666667,113.731273010593,NA,113.731273010593,NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN"
"275","Dromas ardeola","yes",6,NA,"Charadriiformes","Dromadidae","Dromas ardeola","Crab-plover",NA,2.16666666666667,1.66666666666667,NA,NA,NA,1311.13333333333,3958.64583333334,2035.11388888889,10367.0205092592,0.0835277777777778,0.000573050925925926,723.988888888889,10769.1698148148,1892.50277777778,6194.01912037037,1932.6,1256.78333333333,2116.28333333333,0.104666666666667,2048.28333333333,859.5,2.16666666666667,0.353166666666667,0.0941666666666667,2061.48333333333,0.0661666666666667,2019.01666666667,0.104666666666667,9859.33088276139,2454636.65733958,11063.3514322628,"0.154","8.16666666666312e-06",8610.59750896321,9378.62596424776,10861.5063384163,0.155166666666667,"NaN","NaN","NaN","NaN","NaN",7.36491630813309,1.00756793945648,0.979338974421516,0.914634146341463,"0.765223175760579",1.20425405405405,1.18699027711761,1662.41944444444,1972.73888888889,1584.48333333333,2041.56666666667,7074.634675926,6968.02287037037,310.333333333333,4964.74333333333,457.083333333333,4348.98917603323,449838.006248504,4892.22182051601,1990.06666666667,1947.6,"1828.1",355.333333333333,267.933333333333,"234.4",1909.81666666667,1867.38333333333,"1781.2",3906.80846477051,4734.53310041526,"3606.15384615385",96.3666666666667,96.6333333333333,"91"
"276","Eolophus roseicapilla","yes",6,NA,"Psittaciformes","Cacatuidae","Eolophus roseicapilla","Galah",NA,2,2,NA,NA,NA,2711.45833333333,13046.5754166667,4346.55,207128.93,0.1145,0.000491083333333333,1635.06666666667,217922.3325,3759.38333333333,163934.146666667,3903.28333333333,2610.73333333333,4665.25,0.0976666666666667,4093.48333333333,2054.51666666667,2,0.322666666666667,0.0976666666666667,4093.48333333333,0.131333333333333,4599.61666666667,0.131333333333333,13557.2651727127,7924547.25482554,15795.495269488,"0.0936666666666666","0",13351.6558254014,13351.6558254014,13762.8745200241,0.0936666666666666,"NaN","NaN","NaN","NaN","NaN",6.53833079871833,1,1.15706889730631,1,"1.49165895858738",1,1.13859724598423,3114.33333333333,4076.93333333333,3053.43333333333,4365.05,5432.93833333334,173877.383333333,962.608333333333,144784.30875,1311.61666666667,8258.55047281152,6795247.92215078,10135.3429715285,3810.36666666667,4343.5,"NaN",713.233333333333,1211.98333333333,"NaN",3575.16666666667,3943.6,"NaN",7638.43278514012,8878.66816048292,"NaN",98.3166666666667,97.7666666666667,"NaN"
"277","Erithacus rubecula","yes",6,NA,"Passeriformes","Muscicapidae","Erithacus rubecula","European Robin",NA,17,13.6666666666667,NA,NA,NA,4056.30355259557,1943991.48536792,5480.52474373794,2306144.43386169,0.0876127632299139,0.00337711708780589,1424.21726988088,745074.855280643,4765.29897414153,1856834.9369064,4135.46666666667,2500.61666666667,7919.68333333333,0.1315,5711.15,5419.06666666667,17,2.44733333333333,0.0588333333333333,4782.38333333333,0.131666666666667,4515.48333333333,0.223666666666667,22362.1885297065,279380013.619747,59180.2742688998,"0.0702902116402116","0.0205771838922483",12304.9061796885,24941.3465052039,14785.8225428296,0.372166666666667,"7.40551033742695","10.1029271708702","8.43956343729476","1.69141454005803","0.895301221797771",7.26298454597842,0.943628317068236,0.988160376072913,0.600791410522474,"2.47007229461833",2.96528345959245,1.13781986089581,4412.59320906433,5157.73484911993,2804.71666666667,7553.06666666667,1914226.54897194,2078917.08176551,745.135154012906,374158.720711022,4748.35,12029.3955544051,159620578.094573,43549.4565684535,6043.20833333333,4884.47555555556,"4676.72642857143",672.853333333333,928.955555555556,"645.531005291005",5660.19055555556,4322.90222222222,"4419.19380952381",10081.1434496733,16136.0296627519,"9804.08132175462",93.6838888888889,97.3577777777778,"95.665291005291"
